"id","NUTS","pct"
"50kmX2625Y1775","PT15","0.732035"
"50kmX2625Y1925","PT17","0.402203"
"50kmX2625Y1975","PT16","0.000349"
"50kmX2625Y1975","PT17","3.313648"
"50kmX2675Y1775","PT15","33.988621"
"50kmX2675Y1775","PT18","0.432364"
"50kmX2675Y1825","PT15","0.0452"
"50kmX2675Y1825","PT18","4.431132"
"50kmX2675Y1875","PT18","2.549184"
"50kmX2675Y1925","PT17","53.473118"
"50kmX2675Y1925","PT18","0.593846"
"50kmX2675Y1975","PT16","5.08327"
"50kmX2675Y1975","PT17","26.440878"
"50kmX2675Y1975","PT18","0.491598"
"50kmX2675Y2025","PT16","2.879017"
"50kmX2725Y1725","PT15","9.255407"
"50kmX2725Y1775","PT15","29.494829"
"50kmX2725Y1775","PT18","3.20652"
"50kmX2725Y1825","PT18","7.980518"
"50kmX2725Y1875","PT18","7.980518"
"50kmX2725Y1925","PT17","16.28568"
"50kmX2725Y1925","PT18","6.672413"
"50kmX2725Y1975","PT16","0.559343"
"50kmX2725Y1975","PT17","0.08447"
"50kmX2725Y1975","PT18","7.453562"
"50kmX2725Y2025","PT16","5.918577"
"50kmX2725Y2025","PT18","2.422964"
"50kmX2725Y2075","PT16","5.75197"
"50kmX2725Y2125","PT16","1.331099"
"50kmX2775Y1725","ES61","0.16293"
"50kmX2775Y1725","PT15","7.228466"
"50kmX2775Y1775","ES61","0.908489"
"50kmX2775Y1775","PT15","19.255439"
"50kmX2775Y1775","PT18","2.364327"
"50kmX2775Y1825","ES61","0.035985"
"50kmX2775Y1825","PT18","7.881155"
"50kmX2775Y1875","PT18","7.980518"
"50kmX2775Y1925","PT18","7.980518"
"50kmX2775Y1975","PT16","0.905766"
"50kmX2775Y1975","PT18","7.138185"
"50kmX2775Y2025","PT16","7.883626"
"50kmX2775Y2025","PT18","0.649009"
"50kmX2775Y2075","PT16","8.581511"
"50kmX2775Y2125","PT16","8.482461"
"50kmX2775Y2175","PT11","6.286125"
"50kmX2775Y2175","PT16","1.554948"
"50kmX2775Y2225","PT11","7.339741"
"50kmX2775Y2275","ES11","0.88869"
"50kmX2775Y2275","PT11","5.094617"
"50kmX2775Y2325","ES11","2.626189"
"50kmX2775Y2375","ES11","3.475374"
"50kmX2775Y2425","ES11","2.834393"
"50kmX2775Y4875","IS00","0.267883"
"50kmX2775Y4925","IS00","0.2274"
"50kmX2775Y5025","IS00","0.236357"
"50kmX2825Y1725","ES61","1.131164"
"50kmX2825Y1775","ES61","2.890276"
"50kmX2825Y1825","ES43","0.214681"
"50kmX2825Y1825","ES61","1.505922"
"50kmX2825Y1825","PT18","3.535558"
"50kmX2825Y1875","ES43","3.327604"
"50kmX2825Y1875","PT18","3.53405"
"50kmX2825Y1925","ES43","1.218074"
"50kmX2825Y1925","PT18","6.352882"
"50kmX2825Y1975","ES43","0.7747"
"50kmX2825Y1975","PT18","6.945335"
"50kmX2825Y2025","ES43","0.610367"
"50kmX2825Y2025","PT16","6.461664"
"50kmX2825Y2025","PT18","1.155791"
"50kmX2825Y2075","PT16","8.581511"
"50kmX2825Y2125","PT11","0.016099"
"50kmX2825Y2125","PT16","8.569432"
"50kmX2825Y2175","PT11","9.299319"
"50kmX2825Y2175","PT16","1.604486"
"50kmX2825Y2225","PT11","11.437858"
"50kmX2825Y2275","ES11","2.295165"
"50kmX2825Y2275","PT11","8.309655"
"50kmX2825Y2325","ES11","8.391966"
"50kmX2825Y2375","ES11","8.391966"
"50kmX2825Y2425","ES11","6.003324"
"50kmX2825Y4875","IS00","1.289161"
"50kmX2825Y4925","IS00","0.786465"
"50kmX2825Y4975","IS00","0.785813"
"50kmX2825Y5025","IS00","0.821795"
"50kmX2825Y5075","IS00","0.90206"
"50kmX2825Y5125","IS00","0.558871"
"50kmX2875Y1575","ES61","0.009975"
"50kmX2875Y1625","ES61","1.446682"
"50kmX2875Y1675","ES61","2.34685"
"50kmX2875Y1725","ES61","2.864942"
"50kmX2875Y1775","ES61","2.890276"
"50kmX2875Y1825","ES43","3.475377"
"50kmX2875Y1825","ES61","1.208401"
"50kmX2875Y1875","ES43","5.972384"
"50kmX2875Y1925","ES43","5.864987"
"50kmX2875Y1925","PT18","0.143507"
"50kmX2875Y1975","ES43","5.879183"
"50kmX2875Y1975","PT18","0.124538"
"50kmX2875Y2025","ES43","2.133599"
